pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,aqi,aqi_bucket,year,month,day,day_of_week,week_of_year,pm_ratio,nox_total
69.46,195.2,19.12,38.55,69.98,42.36,1.01,7.28,53.19,1.39,3.4,207.0,Poor,2015,6,27,5,26,0.354026503567788,57.67
79.84,214.78,20.29,47.19,92.99,41.99,1.13,7.53,58.34,1.4,3.86,219.0,Poor,2015,6,28,6,26,0.37000648808972103,67.47999999999999
48.5,96.78,5.47,38.37,81.25,43.97,1.07,7.74,52.21,0.89,3.04,193.0,Moderate,2015,6,29,0,27,0.4960114542851299,43.839999999999996
53.79,109.92,8.54,46.06,108.22,41.11,1.05,9.15,58.33,1.16,4.92,170.0,Moderate,2015,6,30,1,27,0.48494410385863684,54.6
57.99,135.43,8.88,49.64,103.97,40.5,1.06,8.88,61.42,1.62,6.78,185.0,Moderate,2015,7,1,2,27,0.4250531408048083,58.52
67.12,175.9,12.29,52.45,110.32,39.09,1.12,6.86,61.7,1.61,5.71,220.0,Poor,2015,7,2,3,27,0.3794234030525721,64.74000000000001
65.25,219.31,19.11,37.09,64.79,37.32,0.99,8.91,59.66,1.29,3.34,225.0,Poor,2015,7,3,4,27,0.2961735736008352,56.2
88.75,212.16,20.9,35.54,45.93,61.61,0.98,7.24,56.61,0.85,1.81,250.0,Poor,2015,7,4,5,27,0.4163539125539501,56.44
135.92,435.2,19.63,36.89,49.31,64.99,1.17,6.42,58.36,1.04,2.73,282.0,Poor,2015,7,5,6,27,0.3116001834021091,56.519999999999996
60.27,143.86,15.17,44.07,109.71,38.68,1.1,7.91,58.07,1.08,3.78,298.0,Poor,2015,7,6,0,28,0.41605688250724837,59.24
52.2,78.64,12.97,51.7,109.52,42.09,1.34,7.82,53.72,1.79,6.76,175.0,Moderate,2015,7,7,1,28,0.6554495228528378,64.67
67.92,127.38,11.17,52.69,131.9,42.84,1.17,7.94,53.94,2.24,8.08,217.0,Poor,2015,7,8,2,28,0.5290543698395389,63.86
65.95,128.93,25.82,53.39,152.12,48.61,1.4,7.86,42.58,2.8,9.57,234.0,Poor,2015,7,9,3,28,0.5075810051566227,79.21000000000001
47.68,95.1,26.94,46.71,173.98,53.64,1.26,8.97,35.79,2.24,9.43,188.0,Moderate,2015,7,10,4,28,0.4961498439125911,73.65
29.08,41.31,31.49,51.39,254.8,42.6,7.23,8.61,54.03,2.04,8.46,253.0,Poor,2015,7,11,5,28,0.6873079650200897,82.88
32.29,34.16,12.34,32.77,117.79,48.01,1.27,7.15,40.41,2.18,6.13,198.0,Moderate,2015,7,12,6,28,0.918373151308305,45.11
36.68,54.36,12.21,37.71,105.59,41.83,1.3,8.11,37.7,1.96,6.02,148.0,Moderate,2015,7,13,0,29,0.6625722543352601,49.92
44.48,112.83,13.94,43.46,94.25,49.32,1.3,8.04,46.71,1.88,6.34,141.0,Moderate,2015,7,14,1,29,0.390758148115611,57.4
63.79,243.97,30.37,38.05,89.67,44.18,1.07,9.62,52.2,1.41,4.49,218.0,Poor,2015,7,15,2,29,0.26039923255908887,68.42
77.2,244.69,22.06,36.72,102.35,31.83,1.02,10.29,72.44,1.11,4.61,268.0,Poor,2015,7,16,3,29,0.314217102853189,58.78
77.99,148.95,13.99,42.07,128.36,40.17,1.88,12.46,61.43,1.95,7.66,232.0,Poor,2015,7,17,4,29,0.5201067022340781,56.06
71.11,148.87,24.83,48.79,149.07,42.26,1.84,10.77,56.32,3.78,14.23,204.0,Poor,2015,7,18,5,29,0.4744778808300527,73.62
67.39,144.11,23.65,52.87,155.27,42.68,1.28,10.4,59.05,2.6,10.15,220.0,Poor,2015,7,19,6,29,0.4644063124526221,76.52
49.58,83.22,16.89,62.37,196.68,41.37,1.24,10.17,61.55,1.82,7.33,223.0,Poor,2015,7,20,0,30,0.5886962716694372,79.25999999999999
40.97,78.76,12.25,46.3,151.32,38.36,1.14,12.19,46.98,2.04,8.56,218.0,Poor,2015,7,21,1,30,0.5136659979939819,58.55
38.97,85.89,19.43,41.41,132.19,36.49,2.73,20.43,44.49,5.82,16.67,165.0,Moderate,2015,7,22,2,30,0.44849810104730115,60.839999999999996
34.02,81.25,11.59,39.98,116.55,33.95,2.42,16.71,49.72,7.2,7.77,155.0,Moderate,2015,7,23,3,30,0.4136170212765958,51.56999999999999
46.13,94.49,9.1,43.99,146.4,37.38,0.98,16.01,47.11,1.25,5.68,154.0,Moderate,2015,7,24,4,30,0.48308723426536815,53.09
46.01,97.0,10.2,42.86,141.1,37.05,1.0,15.58,45.9,1.45,5.43,184.0,Moderate,2015,7,25,5,30,0.4694897959183673,53.06
29.81,86.01,8.06,30.66,106.81,33.05,0.81,15.09,40.73,0.87,4.39,150.0,Moderate,2015,7,26,6,30,0.3426042983565107,38.72
22.82,53.28,10.02,33.21,113.43,30.92,0.83,12.69,36.65,0.82,2.92,125.0,Moderate,2015,7,27,0,31,0.420412675018423,43.230000000000004
24.69,51.98,10.03,40.25,127.68,28.99,0.74,7.61,38.49,0.87,2.57,160.0,Moderate,2015,7,28,1,31,0.4660249150622877,50.28
29.04,56.7,12.18,35.69,126.64,28.56,0.66,9.68,35.89,0.94,3.14,142.0,Moderate,2015,7,29,2,31,0.5032928942807625,47.87
25.76,47.91,13.51,32.96,105.81,29.31,1.2,9.49,26.26,0.89,3.24,181.0,Moderate,2015,7,30,3,31,0.5266816601921898,46.47
37.85,122.18,27.39,35.9,119.1,25.17,1.6,9.7,36.57,1.33,4.92,196.0,Moderate,2015,7,31,4,31,0.3072739081019646,63.29
41.32,126.33,29.5,35.14,139.85,23.1,1.08,10.8,41.27,1.41,5.16,181.0,Moderate,2015,8,1,5,31,0.3245111128563575,64.64
47.81,123.24,40.08,37.96,165.43,24.2,0.82,10.27,46.38,1.61,6.87,213.0,Poor,2015,8,2,6,31,0.3848197037990986,78.03999999999999
56.02,154.28,28.95,40.17,129.29,30.76,0.78,8.75,45.97,1.65,6.16,175.0,Moderate,2015,8,3,0,32,0.3607676455435343,69.12
54.46,136.88,19.25,46.74,142.99,31.77,1.21,9.72,56.88,1.66,5.74,184.0,Moderate,2015,8,4,1,32,0.3949811430229185,65.99000000000001
59.13,117.08,25.28,52.78,164.51,37.94,1.67,10.41,54.66,2.33,9.61,228.0,Poor,2015,8,5,2,32,0.5007621951219513,78.06
65.47,126.56,24.45,52.51,205.02,37.79,1.17,10.73,60.57,2.23,10.66,214.0,Poor,2015,8,6,3,32,0.5132486672938225,76.96
64.58,154.92,19.7,48.24,202.11,39.64,1.75,10.22,68.17,2.06,8.98,254.0,Poor,2015,8,7,4,32,0.4141867624422781,67.94
70.05,149.92,21.3,50.51,200.34,43.18,2.26,7.68,62.76,2.31,10.19,258.0,Poor,2015,8,8,5,32,0.4641531937450305,71.81
55.51,105.17,31.18,39.47,167.5,36.5,1.24,5.83,45.4,2.22,9.54,244.0,Poor,2015,8,9,6,32,0.5228407271357257,70.65
82.27,140.54,50.39,45.46,225.79,35.68,1.43,6.9,61.52,2.5,9.99,209.0,Poor,2015,8,10,0,33,0.5812491168574254,95.85
77.04,137.74,31.89,49.43,215.75,41.69,2.11,6.23,62.67,2.94,10.85,283.0,Poor,2015,8,11,1,33,0.5552832636586421,81.32
52.45,87.66,17.96,45.71,138.01,39.85,1.3,6.69,55.37,2.07,6.55,223.0,Poor,2015,8,12,2,33,0.5915858335213174,63.67
61.66,116.55,47.8,52.76,189.02,39.16,1.16,9.82,80.63,3.11,9.53,205.0,Poor,2015,8,13,3,33,0.5245427477669077,100.56
65.67,159.75,25.2,50.96,194.75,38.58,1.52,10.82,69.27,2.58,8.99,252.0,Poor,2015,8,14,4,33,0.4085225505443235,76.16
51.4,91.81,15.68,44.4,157.69,33.42,0.94,10.53,44.93,1.68,5.46,198.0,Moderate,2015,8,15,5,33,0.5538196315052257,60.08
55.71,93.33,37.6,48.39,187.78,33.29,1.06,10.46,44.79,1.96,6.53,197.0,Moderate,2015,8,16,6,33,0.5905862397964593,85.99000000000001
61.84,134.2,28.12,44.41,148.85,29.73,1.09,11.22,45.05,2.09,7.08,184.0,Moderate,2015,8,17,0,34,0.45739644970414206,72.53
60.65,126.2,18.21,56.15,133.24,32.71,1.02,12.39,48.86,2.08,6.64,197.0,Moderate,2015,8,18,1,34,0.4768081761006289,74.36
34.42,124.17,28.15,36.47,119.94,25.85,0.87,9.63,38.86,0.83,4.46,140.0,Moderate,2015,8,19,2,34,0.27498601901414077,64.62
40.83,210.86,32.66,32.0,72.35,20.57,0.78,11.59,42.13,0.7,2.82,232.0,Poor,2015,8,20,3,34,0.19272160860945906,64.66
50.97,214.05,42.48,35.87,84.88,21.67,1.12,12.09,57.47,0.83,5.43,271.0,Poor,2015,8,21,4,34,0.2370146477563357,78.35
46.74,149.06,26.74,40.28,61.52,28.2,0.9,9.56,52.48,2.13,6.5,207.0,Poor,2015,8,22,5,34,0.3114754098360656,67.02
44.67,138.12,21.72,33.76,52.07,33.25,0.78,9.53,33.94,2.26,7.64,127.0,Moderate,2015,8,23,6,34,0.3210897067280046,55.48
37.39,108.4,31.1,44.61,68.41,38.16,0.97,10.67,38.73,1.78,6.41,123.0,Moderate,2015,8,24,0,35,0.34177330895795244,75.71000000000001
52.06,222.39,21.93,39.88,56.22,36.07,0.93,9.12,44.9,1.73,5.34,175.0,Moderate,2015,8,25,1,35,0.23304534670307536,61.81
57.52,236.94,24.24,37.85,55.54,31.88,1.08,9.36,40.43,1.76,5.93,245.0,Poor,2015,8,26,2,35,0.24174161553332774,62.09
61.47,237.68,32.28,40.41,74.7,25.74,1.35,10.59,56.61,2.37,7.75,248.0,Poor,2015,8,27,3,35,0.2575414781297134,72.69
77.76,206.22,12.44,50.74,57.41,32.56,1.64,11.92,64.07,3.01,10.12,247.0,Poor,2015,8,28,4,35,0.3752533539233665,63.18
68.53,260.48,35.03,49.3,91.78,31.16,1.09,11.11,65.56,2.85,8.82,292.0,Poor,2015,8,29,5,35,0.26208505430625667,84.33
57.85,230.76,28.21,39.84,71.42,28.16,1.11,10.39,62.61,2.28,6.71,266.0,Poor,2015,8,30,6,35,0.24961166724197448,68.05000000000001
51.67,220.14,24.52,32.53,57.84,23.0,0.96,12.77,60.73,1.94,6.0,288.0,Poor,2015,8,31,0,36,0.23365288957221672,57.05
73.78,230.34,17.83,27.42,45.7,18.96,1.28,10.45,61.33,2.15,5.67,210.0,Poor,2015,9,1,1,36,0.31892452667070115,45.25
97.63,318.24,31.64,29.16,66.15,18.6,1.14,10.79,72.47,2.86,6.94,298.0,Poor,2015,9,2,2,36,0.3058200726725974,60.8
99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,3.85,10.55,315.0,Very Poor,2015,9,3,3,36,0.35617124856815574,68.35
97.31,284.54,50.0,41.7,90.18,23.02,1.36,14.94,71.5,4.88,18.75,368.0,Very Poor,2015,9,4,4,36,0.340792883659032,91.7
76.43,201.89,24.24,29.5,52.24,26.99,1.38,16.93,56.59,2.89,6.72,266.0,Poor,2015,9,5,5,36,0.3767065897777121,53.739999999999995
61.69,168.63,17.36,27.81,41.56,23.17,1.19,16.71,49.32,2.17,5.08,174.0,Moderate,2015,9,6,6,36,0.36367387844131344,45.17
55.19,179.42,27.91,35.49,61.81,23.76,1.04,12.97,52.24,3.09,7.72,199.0,Moderate,2015,9,7,0,37,0.3058973506263164,63.400000000000006
63.79,219.51,25.93,38.36,60.12,27.35,1.07,10.92,61.95,3.4,9.09,217.0,Poor,2015,9,8,1,37,0.2892839327014648,64.28999999999999
58.48,195.05,20.38,36.2,55.36,22.77,1.02,11.57,68.21,2.97,7.63,238.0,Poor,2015,9,9,2,37,0.29829125223157354,56.58
60.29,184.78,20.95,42.1,59.79,24.07,1.06,11.53,68.49,3.28,8.72,230.0,Poor,2015,9,10,3,37,0.3245236301001184,63.05
67.35,181.99,16.4,46.81,56.83,34.81,1.13,10.98,68.81,3.26,9.36,218.0,Poor,2015,9,11,4,37,0.36805289906552263,63.21
87.55,178.57,20.95,54.45,67.44,46.05,1.22,10.51,69.36,3.63,11.88,226.0,Poor,2015,9,12,5,37,0.4875536002673052,75.4
84.57,171.76,16.76,45.36,54.12,51.19,1.21,9.91,64.05,2.86,9.08,202.0,Poor,2015,9,13,6,37,0.4895230377402176,62.120000000000005
111.58,236.34,22.48,60.71,75.63,43.99,1.51,10.43,79.29,4.26,12.72,274.0,Poor,2015,9,14,0,38,0.47012724361675234,83.19
108.78,217.16,14.94,56.31,63.58,46.66,1.37,10.4,75.63,3.91,19.34,289.0,Poor,2015,9,15,1,38,0.49862486248624865,71.25
91.18,190.99,8.55,46.44,42.94,49.72,1.15,9.27,69.61,2.78,9.65,235.0,Poor,2015,9,16,2,38,0.47492056877962396,54.989999999999995
104.85,250.21,23.06,60.96,73.86,48.13,1.4,11.68,85.86,4.48,13.25,285.0,Poor,2015,9,17,3,38,0.4173798813741491,84.02
56.19,129.11,14.26,43.3,48.2,40.48,1.22,10.85,48.8,3.03,9.92,209.0,Poor,2015,9,18,4,38,0.43186534470832366,57.559999999999995
67.62,125.24,19.82,49.83,58.37,47.21,1.14,9.75,51.78,3.31,12.59,132.0,Moderate,2015,9,19,5,38,0.5356463878326997,69.65
64.38,141.89,20.17,62.73,62.49,39.93,1.1,9.27,58.49,3.04,11.4,179.0,Moderate,2015,9,20,6,38,0.4505563720344321,82.9
45.65,109.7,14.64,62.69,56.18,27.96,1.16,13.55,48.02,2.71,7.95,136.0,Moderate,2015,9,21,0,39,0.4123757904245709,77.33
35.75,70.38,12.73,38.78,41.5,23.06,0.95,11.57,39.83,2.38,6.62,104.0,Moderate,2015,9,22,1,39,0.5008405715886803,51.510000000000005
34.89,101.42,16.55,31.17,43.75,18.66,0.98,12.34,37.26,2.44,6.8,95.0,Satisfactory,2015,9,23,2,39,0.3406561218512009,47.72
63.06,187.9,40.7,39.16,72.85,18.24,1.21,13.26,48.78,3.38,8.95,175.0,Moderate,2015,9,24,3,39,0.33382742191635784,79.86
82.39,222.71,53.19,45.09,89.84,22.95,1.5,11.8,53.1,4.32,12.51,290.0,Poor,2015,9,25,4,39,0.3682893031156408,98.28
88.08,254.8,66.49,45.96,103.63,29.98,1.63,11.17,54.87,5.04,15.68,282.0,Poor,2015,9,26,5,39,0.3443315089913995,112.44999999999999
89.75,252.06,53.0,44.13,92.67,30.43,1.49,9.76,68.69,5.09,14.81,298.0,Poor,2015,9,27,6,39,0.3546589741563266,97.13
69.57,190.18,24.23,43.41,63.74,26.35,1.25,10.38,53.82,3.63,10.87,240.0,Poor,2015,9,28,0,40,0.3638978972695888,67.64
68.34,172.35,22.57,48.19,64.14,25.2,1.16,10.68,54.68,3.93,10.32,188.0,Moderate,2015,9,29,1,40,0.39423132391116245,70.75999999999999
61.08,155.26,17.52,42.91,53.3,21.93,1.1,9.59,52.91,3.64,8.94,187.0,Moderate,2015,9,30,2,40,0.3908869832330731,60.42999999999999
85.7,205.18,33.0,54.68,74.28,22.52,1.49,11.42,60.57,4.79,12.88,230.0,Poor,2015,10,1,3,40,0.4156562227180134,87.68
97.62,220.56,33.74,52.53,73.05,26.24,1.58,9.77,64.01,5.39,12.8,286.0,Poor,2015,10,2,4,40,0.440602996930854,86.27000000000001
103.58,293.23,31.0,54.93,75.48,24.31,1.72,11.41,47.52,5.83,15.27,266.0,Poor,2015,10,3,5,40,0.3520375216667233,85.93
145.97,335.82,62.2,62.84,99.01,34.91,2.26,15.08,44.92,8.8,31.87,369.0,Very Poor,2015,10,4,6,40,0.4333768778576094,125.04
180.52,347.95,80.34,75.42,116.95,36.94,3.15,17.32,45.8,10.88,44.0,375.0,Very Poor,2015,10,5,0,41,0.5173233987677318,155.76
151.57,355.56,71.68,65.07,105.02,41.76,2.19,11.35,42.22,8.42,25.57,411.0,Severe,2015,10,6,1,41,0.4250897464662329,136.75
144.04,305.35,25.78,57.05,78.07,37.01,1.73,11.15,49.32,4.97,12.91,383.0,Very Poor,2015,10,7,2,41,0.4701811653337685,82.83
148.44,291.66,35.13,58.32,80.91,29.59,1.96,12.13,66.62,5.52,14.13,388.0,Very Poor,2015,10,8,3,41,0.5072097314289619,93.45
130.22,284.27,56.83,65.15,105.26,27.47,2.5,15.27,63.16,6.66,23.59,351.0,Very Poor,2015,10,9,4,41,0.4564798261296316,121.98
147.71,287.93,100.27,61.29,117.2,29.69,2.48,13.94,58.24,8.33,33.78,320.0,Very Poor,2015,10,10,5,41,0.5112310940366179,161.56
111.34,246.3,87.94,51.83,116.75,30.83,2.02,12.01,62.02,6.34,27.16,296.0,Poor,2015,10,11,6,41,0.4502224019409624,139.76999999999998
100.7,232.58,74.45,52.92,120.68,33.46,1.98,14.75,65.55,6.67,23.22,312.0,Very Poor,2015,10,12,0,42,0.4311156777121329,127.37
97.67,189.31,25.13,48.92,64.57,35.14,1.89,11.84,73.28,4.2,16.19,260.0,Poor,2015,10,13,1,42,0.5132152803320897,74.05
75.81,155.25,14.33,43.47,53.25,28.75,1.61,10.89,67.89,3.12,11.08,204.0,Poor,2015,10,14,2,42,0.485184,57.8
95.24,199.77,42.32,60.8,100.2,31.11,2.13,10.84,77.91,5.4,20.03,218.0,Poor,2015,10,15,3,42,0.4743736614035961,103.12
148.29,301.61,60.16,68.24,105.17,33.05,2.07,11.98,84.74,7.38,24.65,356.0,Very Poor,2015,10,16,4,42,0.4900366808763755,128.39999999999998
90.66,137.89,38.65,20.29,55.07,6.78,1.62,7.56,44.21,3.83,12.78,388.0,Very Poor,2015,10,17,5,42,0.6527467780257759,58.94
156.71,263.15,27.5,41.09,62.19,21.49,1.63,10.14,71.1,4.64,12.33,298.0,Poor,2015,10,18,6,42,0.5932614045050162,68.59
170.28,312.88,56.52,61.67,97.82,33.27,2.08,16.24,92.96,7.19,24.25,392.0,Very Poor,2015,10,19,0,43,0.5425003185930929,118.19
198.1,336.47,91.29,74.62,155.1,36.75,2.17,16.73,101.74,9.5,38.8,428.0,Severe,2015,10,20,1,43,0.5870151420867039,165.91000000000003
158.04,265.39,23.76,46.9,69.79,37.48,2.98,15.64,79.5,4.73,11.36,384.0,Very Poor,2015,10,21,2,43,0.5932655129697061,70.66
116.98,213.49,24.37,32.96,54.18,22.53,2.6,13.27,48.74,3.61,7.79,292.0,Poor,2015,10,22,3,43,0.5453867313161452,57.33
143.73,289.01,54.93,67.38,104.71,30.27,2.05,21.35,69.55,7.29,17.19,343.0,Very Poor,2015,10,23,4,43,0.49560359987586633,122.31
169.22,341.7,90.18,71.38,122.15,34.26,3.07,18.2,47.92,10.19,29.74,383.0,Very Poor,2015,10,24,5,43,0.49378465129851185,161.56
147.65,281.8,33.05,56.46,81.78,28.26,1.78,13.81,65.83,6.17,28.38,374.0,Very Poor,2015,10,25,6,43,0.5221004243281471,89.50999999999999
101.61,214.37,23.78,47.8,61.15,23.85,1.58,20.57,85.73,4.59,13.39,263.0,Poor,2015,10,26,0,44,0.4717927287923109,71.58
113.2,260.46,30.2,49.25,75.03,26.14,1.74,21.2,63.88,6.18,16.14,334.0,Very Poor,2015,10,27,1,44,0.43295341543639565,79.45
112.89,254.24,32.12,43.78,74.53,22.81,2.07,18.61,71.98,4.85,15.43,333.0,Very Poor,2015,10,28,2,44,0.4422896097790315,75.9
95.72,183.08,25.74,57.74,77.86,25.55,1.89,24.29,73.26,4.13,11.41,262.0,Poor,2015,10,29,3,44,0.5199913081269013,83.48
108.4,156.58,24.98,42.63,55.71,28.72,2.29,18.92,60.56,2.75,7.03,236.0,Poor,2015,10,30,4,44,0.6879045564157887,67.61
245.97,274.06,36.55,35.11,58.72,35.77,1.74,17.66,42.32,1.95,4.3,340.0,Very Poor,2015,10,31,5,44,0.8942412564531375,71.66
277.53,379.38,60.39,60.17,94.74,51.64,2.41,28.58,84.99,5.45,13.75,415.0,Severe,2015,11,1,6,44,0.7296124927703874,120.56
232.4,361.0,67.14,68.4,115.98,42.75,2.05,31.66,136.67,8.28,20.6,420.0,Severe,2015,11,2,0,45,0.6419889502762431,135.54000000000002
244.78,385.66,51.06,82.74,112.71,45.66,2.09,29.19,99.91,6.91,17.35,407.0,Severe,2015,11,3,1,45,0.6330626390110174,133.8
293.49,401.49,105.88,87.47,137.62,56.81,2.54,31.58,114.43,7.99,28.6,454.0,Severe,2015,11,4,2,45,0.7291858182811995,193.35
161.78,234.94,44.61,63.78,97.34,45.99,1.76,21.21,75.71,4.34,18.32,388.0,Very Poor,2015,11,5,3,45,0.6856828007120455,108.39
153.33,260.04,35.14,58.13,86.38,46.52,2.56,20.9,69.95,4.37,13.52,276.0,Poor,2015,11,6,4,45,0.5873812442537543,93.27000000000001
353.86,496.61,42.74,86.59,117.97,67.43,2.76,19.96,107.69,7.34,16.38,483.0,Severe,2015,11,7,5,45,0.7111191495347763,129.33
217.55,356.92,32.59,75.98,98.5,49.64,2.84,31.77,103.4,4.83,9.61,451.0,Severe,2015,11,8,6,45,0.607817389360751,108.57000000000001
201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,378.0,Very Poor,2015,11,9,0,46,0.5515881708652793,167.89
249.95,452.96,88.06,84.89,150.79,69.34,2.64,33.72,115.45,8.75,21.95,439.0,Severe,2015,11,10,1,46,0.5505991717331924,172.95
219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,3.82,8.83,431.0,Severe,2015,11,11,2,46,0.5364328970502051,80.36
258.48,398.16,30.46,54.69,81.68,47.57,1.84,28.58,75.26,3.64,6.94,421.0,Severe,2015,11,12,3,46,0.647559875739052,85.15
291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,4.46,10.11,454.0,Severe,2015,11,13,4,46,0.6200518729537821,89.24
221.68,377.4,19.84,60.05,69.37,48.04,1.72,21.27,90.08,3.98,10.55,450.0,Severe,2015,11,14,5,46,0.5858350951374208,79.89
214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,5.57,17.11,367.0,Very Poor,2015,11,15,6,46,0.6243697723894734,133.28
184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,5.86,20.12,383.0,Very Poor,2015,11,16,0,47,0.5669829923588859,166.21
136.22,280.47,44.56,57.11,77.4,41.89,2.1,17.53,71.44,2.86,8.42,347.0,Very Poor,2015,11,17,1,47,0.4839592141258393,101.67
188.09,367.46,74.07,74.39,118.88,45.24,2.3,21.78,86.88,5.15,15.24,369.0,Very Poor,2015,11,18,2,47,0.5104760353905444,148.45999999999998
238.69,397.16,106.26,96.62,150.98,55.18,2.87,25.59,101.68,7.31,22.27,392.0,Very Poor,2015,11,19,3,47,0.5994826200522403,202.88
271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,9.41,35.26,455.0,Severe,2015,11,20,4,47,0.5761654071495288,241.42
293.73,467.32,102.06,97.76,144.12,63.08,2.96,23.06,114.3,9.99,30.62,450.0,Severe,2015,11,21,5,47,0.6271993508711993,199.82
247.27,450.96,101.94,92.32,146.25,63.4,2.73,20.77,116.29,7.9,23.75,478.0,Severe,2015,11,22,6,47,0.5471059385786353,194.26
266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,9.04,29.47,431.0,Severe,2015,11,23,0,48,0.6341156349470283,229.28
241.61,424.09,115.23,88.74,165.41,67.9,2.6,19.65,113.35,9.14,27.7,440.0,Severe,2015,11,24,1,48,0.5683737561457575,203.97
149.14,312.85,33.11,54.63,83.28,35.62,1.98,15.97,81.11,3.31,9.24,376.0,Very Poor,2015,11,25,2,48,0.47519515692209646,87.74000000000001
182.5,317.46,91.98,69.29,144.14,40.68,1.84,21.35,93.71,4.48,12.18,347.0,Very Poor,2015,11,26,3,48,0.5730704013062865,161.27
193.58,343.26,60.96,71.35,121.32,57.48,1.71,19.49,90.46,4.05,12.37,343.0,Very Poor,2015,11,27,4,48,0.5623075582408645,132.31
172.89,294.29,32.3,47.21,73.76,60.1,1.43,17.09,70.51,2.54,6.88,362.0,Very Poor,2015,11,28,5,48,0.5854922279792745,79.50999999999999
190.46,342.59,64.72,51.84,99.82,59.13,1.88,20.73,67.97,3.2,10.58,319.0,Very Poor,2015,11,29,6,48,0.5543234669227859,116.56
282.76,419.33,116.54,78.48,159.5,73.94,2.51,24.51,131.34,6.23,20.23,425.0,Severe,2015,11,30,0,49,0.6727095377441534,195.02
183.28,371.83,56.71,83.03,118.88,57.35,1.77,16.48,93.52,4.34,12.02,400.0,Very Poor,2015,12,1,1,49,0.4915913418984524,139.74
170.74,399.64,61.75,95.99,132.93,52.71,1.87,19.04,88.0,4.38,13.3,386.0,Very Poor,2015,12,2,2,49,0.4261681309904154,157.74
190.14,412.29,43.24,92.91,109.61,52.48,1.74,19.24,86.19,5.0,12.33,385.0,Very Poor,2015,12,3,3,49,0.46006436158629527,136.15
186.64,352.14,64.77,79.52,113.72,43.76,2.28,20.76,88.93,4.47,12.74,392.0,Very Poor,2015,12,4,4,49,0.5285156028770459,144.29
282.01,433.03,154.15,121.11,196.54,68.78,3.4,31.36,129.79,8.33,27.44,428.0,Severe,2015,12,5,5,49,0.649747713291708,275.26
218.22,439.01,129.37,113.45,178.2,75.74,3.24,34.05,122.22,6.89,23.51,394.0,Very Poor,2015,12,6,6,49,0.4959432740164996,242.82
249.8,421.49,73.33,103.77,136.43,81.3,3.07,22.34,103.29,4.31,11.83,440.0,Severe,2015,12,7,0,50,0.5912565977892968,177.1
283.59,478.19,147.22,140.09,204.44,90.35,3.33,23.41,139.79,6.01,20.92,437.0,Severe,2015,12,8,1,50,0.5918111813685594,287.31
250.69,411.48,82.24,93.99,134.24,61.29,2.74,21.72,131.99,4.96,18.16,431.0,Severe,2015,12,9,2,50,0.6077628006206361,176.23
211.95,386.66,51.4,78.05,114.36,50.46,2.46,22.11,123.11,3.55,9.96,383.0,Very Poor,2015,12,10,3,50,0.5467419904039622,129.45
198.38,410.6,57.61,64.21,116.75,57.97,2.1,18.41,119.41,3.74,9.49,377.0,Very Poor,2015,12,11,4,50,0.4819727891156462,121.82
184.12,385.05,47.72,55.01,94.66,49.91,1.91,16.09,122.43,3.91,8.27,379.0,Very Poor,2015,12,12,5,50,0.4769330397616889,102.72999999999999
135.42,338.3,71.54,63.9,118.56,37.83,2.01,18.89,101.58,3.98,9.07,333.0,Very Poor,2015,12,13,6,50,0.39911582670203355,135.44
118.6,380.24,56.5,59.09,102.21,38.84,2.7,13.66,79.22,3.4,8.61,314.0,Very Poor,2015,12,14,0,51,0.3110901269541496,115.59
88.3,216.73000000000002,43.65,40.52,63.37,34.31,1.86,14.88,25.23,2.31,8.74,174.0,Moderate,2015,12,15,1,51,0.40554815597299404,84.17
111.45,216.73000000000002,75.23,34.44,90.72,52.2,1.75,14.56,38.16,3.23,12.95,244.0,Poor,2015,12,16,2,51,0.5118725026408855,109.67
152.24,216.73000000000002,54.06,23.07,71.32,59.43,1.89,19.41,29.89,3.07,11.7,308.0,Very Poor,2015,12,17,3,51,0.6992146236164056,77.13
136.75,216.73000000000002,49.33,25.24,62.42,65.5,1.52,19.87,20.82,2.76,10.34,320.0,Very Poor,2015,12,18,4,51,0.6280714646580627,74.57
114.35,216.73000000000002,47.8,26.84,56.46,74.04,1.94,13.17,33.06,2.59,9.92,270.0,Poor,2015,12,19,5,51,0.52519175125155,74.64
181.67,216.73000000000002,100.08,111.18,139.46,126.19,21.22,18.97,20.58,5.34,20.47,320.0,Very Poor,2015,12,20,6,51,0.8343820327929086,211.26
135.78,216.73000000000002,62.51,78.99,89.78,100.15,29.46,15.59,20.57,3.02,11.55,313.0,Very Poor,2015,12,21,0,52,0.6236164056400129,141.5
204.72,391.9,136.41,136.15,180.15,163.07,11.45,23.64,57.16,6.91,24.84,326.0,Very Poor,2015,12,22,1,52,0.521048612878595,272.56
